"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org","exp.medicaid"
0,1,"DE","White","$20,000-$40,000","Female","45-64","high school graduate","September",2012,"Kaiser",NA
0,NA,"TX","White","$40,000-$75,000","Female","65+","college graduate","September",2012,"Kaiser",NA
0,0,"MA","Other","$75,000+","Male","45-64","postgraduate","September",2012,"Kaiser",NA
0,0,"WI","White","$40,000-$75,000","Male","45-64","high school graduate","September",2012,"Kaiser",NA
0,NA,"WI",NA,NA,"Male","65+",NA,"September",2012,"Kaiser",NA
1,0,"TX","White","$75,000+","Female","45-64","postgraduate","September",2012,"Kaiser",NA
0,0,"MD","White","$75,000+","Male","45-64","some college","September",2012,"Kaiser",NA
1,0,"WI","White","$75,000+","Female","45-64","postgraduate","September",2012,"Kaiser",NA
0,0,"TX","White","$40,000-$75,000","Female","65+","postgraduate","September",2012,"Kaiser",NA
0,1,"OH","White","$40,000-$75,000","Female","30-44","college graduate","September",2012,"Kaiser",NA
0,1,"FL","White","$75,000+","Female","65+","some college","September",2012,"Kaiser",NA
NA,0,"MD","Black","$75,000+","Female","18-29","college graduate","September",2012,"Kaiser",NA
1,1,"NY","Black","$20,000-$40,000","Female","30-44","high school graduate","September",2012,"Kaiser",NA
1,0,"CO","White","$75,000+","Female","30-44","college graduate","September",2012,"Kaiser",NA
0,0,"FL","White","$40,000-$75,000","Male","65+","postgraduate","September",2012,"Kaiser",NA
1,0,"VA","Other","$75,000+","Female","30-44","college graduate","September",2012,"Kaiser",NA
1,0,"UT","White","$40,000-$75,000","Female","65+","college graduate","September",2012,"Kaiser",NA
0,NA,"NY","White","$75,000+","Male","45-64","some college","September",2012,"Kaiser",NA
0,0,"NY","White","$40,000-$75,000","Female","45-64","some college","September",2012,"Kaiser",NA
1,0,"AZ","White","less than $20,000","Male","30-44","some college","September",2012,"Kaiser",NA
0,0,"OR","White","$40,000-$75,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"CA","Black","$75,000+","Female","45-64","postgraduate","September",2012,"Kaiser",NA
1,0,"CA",NA,"$75,000+","Female","45-64","some college","September",2012,"Kaiser",NA
0,1,"PA","White",NA,"Male","30-44","high school graduate","September",2012,"Kaiser",NA
0,1,"PA","White","$75,000+","Male","45-64","high school graduate","September",2012,"Kaiser",NA
0,0,"CA","White","$75,000+","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"CA","White","$75,000+","Female","65+","postgraduate","September",2012,"Kaiser",NA
1,0,"CA","Black","$40,000-$75,000","Male","30-44","some college","September",2012,"Kaiser",NA
NA,0,"FL","White","less than $20,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
0,1,"IA","White","$40,000-$75,000","Female","65+","some college","September",2012,"Kaiser",NA
0,0,"MN","White","$75,000+","Female","45-64","high school graduate","September",2012,"Kaiser",NA
1,0,"IA","White","$40,000-$75,000","Male","65+","postgraduate","September",2012,"Kaiser",NA
1,0,"NE","White","$75,000+","Male","65+","some college","September",2012,"Kaiser",NA
0,0,"NE","White","$20,000-$40,000","Male","45-64","some college","September",2012,"Kaiser",NA
1,0,"MD","Black","$40,000-$75,000","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"FL","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"VA","White","$75,000+","Female","30-44","postgraduate","September",2012,"Kaiser",NA
0,0,"SC","White","$20,000-$40,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
0,0,"VA","White","$40,000-$75,000","Female","45-64","some college","September",2012,"Kaiser",NA
0,1,"WV","White","$75,000+","Male","45-64","some college","September",2012,"Kaiser",NA
0,0,"FL","White","$20,000-$40,000","Female","65+","less than a high school education","September",2012,"Kaiser",NA
1,0,"FL","White","$40,000-$75,000","Female","45-64","postgraduate","September",2012,"Kaiser",NA
1,0,"FL","Black",NA,"Female","45-64","some college","September",2012,"Kaiser",NA
NA,NA,"WV","White","$20,000-$40,000","Male","30-44","some college","September",2012,"Kaiser",NA
NA,0,"FL","White","$40,000-$75,000","Male","65+","some college","September",2012,"Kaiser",NA
0,NA,"GA","White","$40,000-$75,000","Male","65+","some college","September",2012,"Kaiser",NA
0,NA,"FL","White","$40,000-$75,000","Female","45-64","less than a high school education","September",2012,"Kaiser",NA
0,1,"TX","White","$75,000+","Male","65+","college graduate","September",2012,"Kaiser",NA
NA,0,"LA","White","$20,000-$40,000","Male","65+","high school graduate","September",2012,"Kaiser",NA
0,NA,"SC","Other","$75,000+","Female","65+","college graduate","September",2012,"Kaiser",NA
1,0,"LA","Black","$40,000-$75,000","Male","45-64","high school graduate","September",2012,"Kaiser",NA
1,0,"TX","White","$40,000-$75,000","Female","65+","college graduate","September",2012,"Kaiser",NA
1,0,"NV","Hispanic","$75,000+","Male","30-44","college graduate","September",2012,"Kaiser",NA
0,1,"OH","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"HI","Other","$40,000-$75,000","Female","30-44","postgraduate","September",2012,"Kaiser",NA
NA,0,"MN","White","less than $20,000","Female","45-64","college graduate","September",2012,"Kaiser",NA
0,1,"NH","White","$75,000+","Male","45-64","postgraduate","September",2012,"Kaiser",NA
0,0,"CT","White",NA,"Male","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"CA","White","$75,000+","Female","45-64","postgraduate","September",2012,"Kaiser",NA
0,1,"IN","White","$75,000+","Female","45-64","college graduate","September",2012,"Kaiser",NA
NA,0,"MS","White","less than $20,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"NY","White","$75,000+","Male","45-64","high school graduate","September",2012,"Kaiser",NA
0,1,"OH","White","$75,000+","Male","30-44","postgraduate","September",2012,"Kaiser",NA
0,0,"KY","White","$75,000+","Female","30-44","postgraduate","September",2012,"Kaiser",NA
0,0,"NY","White","$40,000-$75,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"FL","Hispanic","$40,000-$75,000","Female","18-29","college graduate","September",2012,"Kaiser",NA
0,1,"NM","White","$40,000-$75,000","Male","45-64","high school graduate","September",2012,"Kaiser",NA
0,0,"UT","White",NA,"Female","65+","some college","September",2012,"Kaiser",NA
1,NA,"MA",NA,NA,"Male",NA,NA,"September",2012,"Kaiser",NA
1,0,"CT","White","$20,000-$40,000","Female","65+","postgraduate","September",2012,"Kaiser",NA
0,0,"SD","White","$75,000+","Female","45-64","some college","September",2012,"Kaiser",NA
0,0,"OH","White","$75,000+","Male","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"NY","Black","$40,000-$75,000","Female","45-64","college graduate","September",2012,"Kaiser",NA
0,0,"MS","White","$40,000-$75,000","Female","45-64","college graduate","September",2012,"Kaiser",NA
0,1,"VT","White","$40,000-$75,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"MA",NA,"$20,000-$40,000","Male","45-64","some college","September",2012,"Kaiser",NA
0,1,"NM","White","$75,000+","Male","65+","college graduate","September",2012,"Kaiser",NA
0,1,"WI","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"VT","White","$40,000-$75,000","Male","18-29","some college","September",2012,"Kaiser",NA
NA,0,"AZ","White","$40,000-$75,000","Male","18-29","some college","September",2012,"Kaiser",NA
1,0,"MI","Black","$75,000+","Female","65+","postgraduate","September",2012,"Kaiser",NA
0,1,"AZ","White",NA,"Female","65+","some college","September",2012,"Kaiser",NA
0,1,"OH","White","less than $20,000","Male","65+","some college","September",2012,"Kaiser",NA
0,1,"NM","White","$40,000-$75,000","Male","65+","college graduate","September",2012,"Kaiser",NA
0,NA,"NY","White","less than $20,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"CT","Black",NA,"Female","45-64","some college","September",2012,"Kaiser",NA
0,1,"MT","White","$40,000-$75,000","Male","65+","college graduate","September",2012,"Kaiser",NA
1,0,"OH","White","$75,000+","Female","45-64","high school graduate","September",2012,"Kaiser",NA
1,0,"CA","White","$75,000+","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"MT","Other","less than $20,000","Female","65+","less than a high school education","September",2012,"Kaiser",NA
1,0,"PA","White",NA,"Male","65+","postgraduate","September",2012,"Kaiser",NA
NA,0,"OH","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
0,0,"OR","White","$40,000-$75,000","Female","45-64","high school graduate","September",2012,"Kaiser",NA
0,1,"NY","White","$20,000-$40,000","Male","65+","some college","September",2012,"Kaiser",NA
0,1,"PA","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
0,0,"IN","White","$40,000-$75,000","Female","45-64","some college","September",2012,"Kaiser",NA
1,0,"OH","White","less than $20,000","Male","45-64","high school graduate","September",2012,"Kaiser",NA
0,1,"WI","White","$20,000-$40,000","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"PA","Black","$20,000-$40,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"WI","White","$75,000+","Male","65+","college graduate","September",2012,"Kaiser",NA
1,0,"CA","Black",NA,"Male","45-64","some college","September",2012,"Kaiser",NA
NA,NA,"MI","White","less than $20,000","Male","45-64","less than a high school education","September",2012,"Kaiser",NA
0,0,"WA","White","$75,000+","Male","45-64","some college","September",2012,"Kaiser",NA
1,0,"CA","White","$75,000+","Male","30-44","college graduate","September",2012,"Kaiser",NA
0,1,"OR","White","$75,000+","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"CA","White","less than $20,000","Male","45-64","some college","September",2012,"Kaiser",NA
0,1,"AL","White",NA,"Male","65+","postgraduate","September",2012,"Kaiser",NA
NA,NA,"CA","Hispanic","$20,000-$40,000","Female","30-44","high school graduate","September",2012,"Kaiser",NA
0,1,"CA",NA,NA,"Male","30-44","postgraduate","September",2012,"Kaiser",NA
1,0,"FL","White","$20,000-$40,000","Female","45-64","some college","September",2012,"Kaiser",NA
0,1,"NV","White","$20,000-$40,000","Male","65+","college graduate","September",2012,"Kaiser",NA
0,0,"CA","Hispanic","$20,000-$40,000","Female","18-29","some college","September",2012,"Kaiser",NA
0,0,"TX","Black","$75,000+","Male","45-64","college graduate","September",2012,"Kaiser",NA
1,1,"NV","Hispanic","$75,000+","Female","18-29","less than a high school education","September",2012,"Kaiser",NA
0,1,"OH","White","$40,000-$75,000","Male","30-44","less than a high school education","September",2012,"Kaiser",NA
0,1,"VA","Black","$20,000-$40,000","Male","65+","high school graduate","September",2012,"Kaiser",NA
0,1,"OR","White","less than $20,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
0,0,"TN","White",NA,"Male","65+","some college","September",2012,"Kaiser",NA
0,1,"OR","White",NA,"Female","65+","less than a high school education","September",2012,"Kaiser",NA
0,0,"MI","White",NA,"Female","45-64","less than a high school education","September",2012,"Kaiser",NA
1,0,"MI","White","$75,000+","Male","45-64","postgraduate","September",2012,"Kaiser",NA
1,0,"CA","White","$40,000-$75,000","Male","65+","college graduate","September",2012,"Kaiser",NA
0,1,"TN","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"IN","White","$75,000+","Male","30-44","college graduate","September",2012,"Kaiser",NA
1,0,"CA","White","$75,000+","Female","45-64","high school graduate","September",2012,"Kaiser",NA
1,NA,"MS","White","less than $20,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,NA,"IA","White",NA,"Female","45-64","some college","September",2012,"Kaiser",NA
0,1,"MO","White","$40,000-$75,000","Male","45-64","postgraduate","September",2012,"Kaiser",NA
1,0,"IL","White","$40,000-$75,000","Female","45-64","high school graduate","September",2012,"Kaiser",NA
1,0,"MO","White","$40,000-$75,000","Female","45-64","postgraduate","September",2012,"Kaiser",NA
NA,0,"OH","White",NA,"Female","65+","some college","September",2012,"Kaiser",NA
0,1,"IL","White","$20,000-$40,000","Female","45-64","high school graduate","September",2012,"Kaiser",NA
1,0,"NJ","Other",NA,"Female","30-44","postgraduate","September",2012,"Kaiser",NA
1,0,"CA","White","less than $20,000","Female","45-64","some college","September",2012,"Kaiser",NA
1,0,"MN","White","$40,000-$75,000","Male","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"IL","White","less than $20,000","Male","45-64","high school graduate","September",2012,"Kaiser",NA
0,0,"MD","White","$20,000-$40,000","Male","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"MT","White","$20,000-$40,000","Female","30-44","some college","September",2012,"Kaiser",NA
1,0,"TX","Black","less than $20,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
NA,0,"NJ","White","$75,000+","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"OH","White",NA,"Female","45-64","some college","September",2012,"Kaiser",NA
NA,NA,"CA","Hispanic","$20,000-$40,000","Female","18-29","high school graduate","September",2012,"Kaiser",NA
1,0,"TX","White",NA,"Male","45-64","postgraduate","September",2012,"Kaiser",NA
1,0,"TX","Black","$40,000-$75,000","Female","65+","college graduate","September",2012,"Kaiser",NA
1,0,"MA","White","$75,000+","Female","45-64","postgraduate","September",2012,"Kaiser",NA
0,0,"PA","White","$40,000-$75,000","Female","18-29","some college","September",2012,"Kaiser",NA
NA,NA,"NY","Black","less than $20,000","Female","18-29","less than a high school education","September",2012,"Kaiser",NA
0,NA,"NE","Hispanic","less than $20,000","Female","45-64","less than a high school education","September",2012,"Kaiser",NA
1,0,"CA","White","$75,000+","Male","65+","some college","September",2012,"Kaiser",NA
0,0,"MN","White","$75,000+","Female","65+","high school graduate","September",2012,"Kaiser",NA
0,NA,"KY","White",NA,"Female","65+",NA,"September",2012,"Kaiser",NA
0,0,"NV","White","$40,000-$75,000","Male","45-64","some college","September",2012,"Kaiser",NA
1,0,"NM","Hispanic","$40,000-$75,000","Male","65+","college graduate","September",2012,"Kaiser",NA
1,0,"NY","White","less than $20,000","Female","45-64","less than a high school education","September",2012,"Kaiser",NA
0,0,"MS","White","$20,000-$40,000","Female","65+","college graduate","September",2012,"Kaiser",NA
NA,0,"WV","White","$20,000-$40,000","Male","65+","less than a high school education","September",2012,"Kaiser",NA
0,1,"CA","White","$40,000-$75,000","Female","65+","some college","September",2012,"Kaiser",NA
NA,0,"IL","White","less than $20,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
0,1,"CA","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"NV","Other","$20,000-$40,000","Female","45-64","postgraduate","September",2012,"Kaiser",NA
1,0,"MA","Black","$40,000-$75,000","Male","30-44","some college","September",2012,"Kaiser",NA
0,1,"TX","White","$20,000-$40,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
NA,0,"TX","Hispanic","$75,000+","Female","45-64","high school graduate","September",2012,"Kaiser",NA
NA,NA,"NC","White",NA,"Male","45-64","high school graduate","September",2012,"Kaiser",NA
0,0,"PA","White","$40,000-$75,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,1,"CT","White","less than $20,000","Male","65+","some college","September",2012,"Kaiser",NA
1,0,"PA","White","less than $20,000","Female","65+","less than a high school education","September",2012,"Kaiser",NA
NA,1,"OR","White","$75,000+","Female","45-64","some college","September",2012,"Kaiser",NA
1,0,"WA","White","$75,000+","Female","18-29","college graduate","September",2012,"Kaiser",NA
0,0,"TN","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
0,0,"SC","White","$75,000+","Female","45-64","high school graduate","September",2012,"Kaiser",NA
1,1,"NC","Black","less than $20,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"FL","White","$20,000-$40,000","Female","65+","less than a high school education","September",2012,"Kaiser",NA
0,0,"VA","White","$20,000-$40,000","Male","45-64","high school graduate","September",2012,"Kaiser",NA
1,0,"FL","White","less than $20,000","Female","30-44","high school graduate","September",2012,"Kaiser",NA
1,0,"FL","Hispanic","$75,000+","Male","30-44","some college","September",2012,"Kaiser",NA
0,0,"NC","Other","$40,000-$75,000","Male","45-64","college graduate","September",2012,"Kaiser",NA
0,NA,"SC","White","$75,000+","Male","45-64","college graduate","September",2012,"Kaiser",NA
0,NA,"GA","White","$40,000-$75,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,NA,"VA",NA,NA,"Female",NA,NA,"September",2012,"Kaiser",NA
1,0,"NC","White","$40,000-$75,000","Male","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"NC","White","$75,000+","Female","65+","postgraduate","September",2012,"Kaiser",NA
0,1,"VA",NA,"$75,000+","Male","45-64","some college","September",2012,"Kaiser",NA
1,0,"FL","White","$75,000+","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"MD","White","$75,000+","Male","45-64","postgraduate","September",2012,"Kaiser",NA
1,0,"NC","White","$75,000+","Female","65+","postgraduate","September",2012,"Kaiser",NA
1,NA,"NY",NA,NA,"Male","45-64",NA,"September",2012,"Kaiser",NA
0,0,"MS","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
0,1,"KY","White","less than $20,000","Male","45-64","high school graduate","September",2012,"Kaiser",NA
1,0,"AZ","Hispanic","less than $20,000","Female","45-64","less than a high school education","September",2012,"Kaiser",NA
1,0,"NY","Hispanic","$40,000-$75,000","Male","45-64","less than a high school education","September",2012,"Kaiser",NA
0,0,"CT","White","$40,000-$75,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"MI","White","$40,000-$75,000","Female","45-64","postgraduate","September",2012,"Kaiser",NA
1,NA,"IL","White","$20,000-$40,000","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"MO","White","$20,000-$40,000","Male","45-64","college graduate","September",2012,"Kaiser",NA
1,NA,"MI","Other",NA,"Female","45-64","less than a high school education","September",2012,"Kaiser",NA
1,0,"VA","Black","$40,000-$75,000","Female","30-44","some college","September",2012,"Kaiser",NA
0,0,"IL","White","$75,000+","Male","30-44","college graduate","September",2012,"Kaiser",NA
NA,NA,"IL","White","$75,000+","Female","65+","college graduate","September",2012,"Kaiser",NA
1,0,"NY","White","$40,000-$75,000","Male","45-64","some college","September",2012,"Kaiser",NA
1,0,"PA","White","$40,000-$75,000","Female","30-44","some college","September",2012,"Kaiser",NA
0,0,"SC","White","$75,000+","Female","30-44","some college","September",2012,"Kaiser",NA
0,1,"NJ","White","$40,000-$75,000","Male","65+","high school graduate","September",2012,"Kaiser",NA
0,1,"NJ","White","$75,000+","Female","45-64","high school graduate","September",2012,"Kaiser",NA
0,1,"WI","White","$40,000-$75,000","Female","65+","some college","September",2012,"Kaiser",NA
0,0,"NJ","White","$75,000+","Male","45-64","postgraduate","September",2012,"Kaiser",NA
NA,NA,"IN",NA,"$75,000+","Female","30-44","some college","September",2012,"Kaiser",NA
0,0,"NJ","White","$75,000+","Female","45-64","some college","September",2012,"Kaiser",NA
0,1,"NY","White","$75,000+","Female","45-64","some college","September",2012,"Kaiser",NA
0,0,"MA","White","$75,000+","Male","65+","postgraduate","September",2012,"Kaiser",NA
1,1,"CT","White","$40,000-$75,000","Male","30-44","some college","September",2012,"Kaiser",NA
0,0,"NJ","White","$75,000+","Female","45-64","postgraduate","September",2012,"Kaiser",NA
1,0,"NY","White","$75,000+","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"NY","Hispanic","$40,000-$75,000","Female","30-44","college graduate","September",2012,"Kaiser",NA
1,0,"NY","White","$75,000+","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"NJ","White","$20,000-$40,000","Male","45-64","some college","September",2012,"Kaiser",NA
0,1,"PA","White","$40,000-$75,000","Female","45-64","high school graduate","September",2012,"Kaiser",NA
1,0,"MI","White","less than $20,000","Male","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"NY","Black","less than $20,000","Female","65+","some college","September",2012,"Kaiser",NA
0,NA,"NJ","White","$75,000+","Female","30-44","high school graduate","September",2012,"Kaiser",NA
1,0,"PA","White","$40,000-$75,000","Male","45-64","some college","September",2012,"Kaiser",NA
0,1,"NY","White","$40,000-$75,000","Male","30-44","college graduate","September",2012,"Kaiser",NA
1,NA,"IL","White",NA,"Male","65+",NA,"September",2012,"Kaiser",NA
0,1,"NY","White","$75,000+","Female","45-64","some college","September",2012,"Kaiser",NA
0,1,"NJ","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"MO","White","less than $20,000","Female","45-64","some college","September",2012,"Kaiser",NA
0,1,"OH","Hispanic","$40,000-$75,000","Female","65+","college graduate","September",2012,"Kaiser",NA
NA,0,"NJ","White","$40,000-$75,000","Male","45-64","high school graduate","September",2012,"Kaiser",NA
1,0,"NJ","White","$20,000-$40,000","Female","65+","some college","September",2012,"Kaiser",NA
0,0,"PA","White",NA,"Female","45-64","college graduate","September",2012,"Kaiser",NA
0,1,"FL","White","$40,000-$75,000","Male","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"NJ","White","$40,000-$75,000","Male","65+","postgraduate","September",2012,"Kaiser",NA
NA,0,"TX","Black","$40,000-$75,000","Female","30-44","some college","September",2012,"Kaiser",NA
NA,0,"PA","Black",NA,"Female","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"PA","White",NA,"Female","45-64","postgraduate","September",2012,"Kaiser",NA
0,1,"AZ","White","$75,000+","Male","65+","college graduate","September",2012,"Kaiser",NA
0,1,"PA","White","$20,000-$40,000","Male","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"CO","White","$40,000-$75,000","Female","65+","college graduate","September",2012,"Kaiser",NA
0,1,"AL","White","$75,000+","Male","45-64","high school graduate","September",2012,"Kaiser",NA
0,1,"TX","White","$20,000-$40,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
0,1,"TN","White","$20,000-$40,000","Male","65+","high school graduate","September",2012,"Kaiser",NA
0,1,"PA","White","$75,000+","Female","45-64","some college","September",2012,"Kaiser",NA
0,1,"AR","White","$40,000-$75,000","Female","30-44","some college","September",2012,"Kaiser",NA
1,0,"KY","Black","$75,000+","Male","45-64","some college","September",2012,"Kaiser",NA
1,0,"TX","White","$75,000+","Female","65+","high school graduate","September",2012,"Kaiser",NA
0,0,"TX","Other","$75,000+","Male","45-64","postgraduate","September",2012,"Kaiser",NA
1,0,"TX","White","$40,000-$75,000","Male","30-44","high school graduate","September",2012,"Kaiser",NA
0,1,"NM","White","$75,000+","Female","30-44","college graduate","September",2012,"Kaiser",NA
0,0,"KY","Black","$20,000-$40,000","Female","18-29","less than a high school education","September",2012,"Kaiser",NA
1,0,"CO","White","$20,000-$40,000","Female","45-64","high school graduate","September",2012,"Kaiser",NA
0,1,"TX","White","$40,000-$75,000","Male","65+","college graduate","September",2012,"Kaiser",NA
0,1,"AZ","White","$20,000-$40,000","Female","45-64","some college","September",2012,"Kaiser",NA
0,0,"UT","White","$40,000-$75,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"WA","White","$75,000+","Female","30-44","some college","September",2012,"Kaiser",NA
NA,0,"CA","White","$20,000-$40,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
0,NA,"KS","White","$40,000-$75,000","Female","45-64","postgraduate","September",2012,"Kaiser",NA
1,NA,"WA","White","less than $20,000","Female","65+","some college","September",2012,"Kaiser",NA
0,0,"WA","White",NA,"Male","65+","postgraduate","September",2012,"Kaiser",NA
1,0,"TX","Black","$75,000+","Female","45-64","some college","September",2012,"Kaiser",NA
NA,0,"NC","Black","$75,000+","Female","30-44","some college","September",2012,"Kaiser",NA
1,0,"NY","White","$75,000+","Female","45-64","postgraduate","September",2012,"Kaiser",NA
0,0,"MO","White","$20,000-$40,000","Male","45-64","college graduate","September",2012,"Kaiser",NA
0,NA,"VA","White","$40,000-$75,000","Female","65+","less than a high school education","September",2012,"Kaiser",NA
1,0,"OR","White","$75,000+","Female","65+","postgraduate","September",2012,"Kaiser",NA
1,0,"CA","White","$75,000+","Female","30-44","college graduate","September",2012,"Kaiser",NA
NA,NA,"GA","White","$75,000+","Male","18-29","some college","September",2012,"Kaiser",NA
1,0,"MO","White","$40,000-$75,000","Female","45-64","high school graduate","September",2012,"Kaiser",NA
0,0,"FL","White","$20,000-$40,000","Male","45-64","some college","September",2012,"Kaiser",NA
0,0,"MS","White","$40,000-$75,000","Male","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"IL","Black","$20,000-$40,000","Male","45-64","high school graduate","September",2012,"Kaiser",NA
0,1,"FL","White","$75,000+","Female","45-64","some college","September",2012,"Kaiser",NA
1,0,"SC","Black","$20,000-$40,000","Male","30-44","high school graduate","September",2012,"Kaiser",NA
0,0,"RI",NA,NA,"Female",NA,NA,"September",2012,"Kaiser",NA
0,0,"IL","White","$75,000+","Male","30-44","postgraduate","September",2012,"Kaiser",NA
1,0,"WI","White",NA,"Female","65+","postgraduate","September",2012,"Kaiser",NA
0,0,"HI","White","$75,000+","Female","30-44","college graduate","September",2012,"Kaiser",NA
1,0,"WI","White","$75,000+","Male","45-64","some college","September",2012,"Kaiser",NA
1,0,"IL","White","$40,000-$75,000","Male","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"IA","White","$75,000+","Male","30-44","postgraduate","September",2012,"Kaiser",NA
0,0,"CA","White","less than $20,000","Female","65+","some college","September",2012,"Kaiser",NA
NA,0,"CA","White","$20,000-$40,000","Female","18-29","high school graduate","September",2012,"Kaiser",NA
0,0,"WA","White","$20,000-$40,000","Male","45-64","high school graduate","September",2012,"Kaiser",NA
0,0,"AZ","White","$75,000+","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"WA","White",NA,"Male","65+","college graduate","September",2012,"Kaiser",NA
1,0,"CA","Black","less than $20,000","Female","18-29","some college","September",2012,"Kaiser",NA
0,0,"CA","White","$40,000-$75,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"CA","White","$75,000+","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"IN","White","less than $20,000","Female","45-64","some college","September",2012,"Kaiser",NA
1,0,"OH","White","$40,000-$75,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
0,1,"PA","White","$40,000-$75,000","Female","45-64","high school graduate","September",2012,"Kaiser",NA
0,1,"OH","White","$75,000+","Female","65+","postgraduate","September",2012,"Kaiser",NA
1,0,"MA",NA,"$75,000+","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"PA","White","$75,000+","Male","30-44","postgraduate","September",2012,"Kaiser",NA
0,1,"IN","White","$40,000-$75,000","Female","45-64","postgraduate","September",2012,"Kaiser",NA
0,0,"ME","White","$75,000+","Female","45-64","college graduate","September",2012,"Kaiser",NA
1,0,"OH","White","less than $20,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
1,0,"ME","White","$75,000+","Female","45-64","postgraduate","September",2012,"Kaiser",NA
0,0,"TX","Hispanic",NA,"Female","45-64","less than a high school education","September",2012,"Kaiser",NA
1,0,"TX","Hispanic","$20,000-$40,000","Female","45-64","some college","September",2012,"Kaiser",NA
0,0,"DE","Black","$75,000+","Male","45-64","college graduate","September",2012,"Kaiser",NA
0,NA,"TX",NA,NA,"Female","30-44",NA,"September",2012,"Kaiser",NA
0,0,"TX",NA,"$75,000+","Male","65+","postgraduate","September",2012,"Kaiser",NA
0,1,"TX","White","$75,000+","Male","65+","postgraduate","September",2012,"Kaiser",NA
NA,0,"OH","Hispanic","$40,000-$75,000","Female","30-44","some college","September",2012,"Kaiser",NA
1,0,"GA","White","$20,000-$40,000","Female","18-29","college graduate","September",2012,"Kaiser",NA
0,1,"FL","White","$20,000-$40,000","Female","65+","high school graduate","September",2012,"Kaiser",NA
NA,0,"FL","White","$20,000-$40,000","Female","45-64","high school graduate","September",2012,"Kaiser",NA
NA,NA,"AK","Hispanic",NA,"Male",NA,NA,"September",2012,"Kaiser",NA
1,0,"WV","White","less than $20,000","Female","65+","some college","September",2012,"Kaiser",NA
1,0,"FL","Hispanic","$75,000+","Male","45-64","some college","September",2012,"Kaiser",NA
0,1,"TX","White","$75,000+","Female","65+","college graduate","September",2012,"Kaiser",NA
