"aca.fav","tea.party","exp.medicaid","state","race","income","sex","age","education","month","year","polling.org"
1,0,0,"MD","Other","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
0,0,1,"PA","White","less than $20,000","Female","18-29","college graduate","July","2012","Kaiser"
0,NA,NA,"PA","White","less than $20,000","Female","65+","high school graduate","July","2012","Kaiser"
0,1,0,"PA","White",NA,"Female","45-64","some college","July","2012","Kaiser"
1,0,1,"NY","Black","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"OH","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"OH","White","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
0,0,1,"MI","White","$75,000+","Female","45-64","high school graduate","July","2012","Kaiser"
NA,1,1,"OH","White","less than $20,000","Female","65+","high school graduate","July","2012","Kaiser"
1,0,0,"IN","White","$40,000-$75,000","Male","30-44","high school graduate","July","2012","Kaiser"
0,1,0,"OH","White","$20,000-$40,000","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"WI","White","$20,000-$40,000","Female","45-64","some college","July","2012","Kaiser"
NA,0,0,"OH","White","$75,000+","Male","45-64","high school graduate","July","2012","Kaiser"
0,0,1,"IN","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"MI",NA,"$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
NA,0,1,"OH","White","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"OH","White","$40,000-$75,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,0,0,"IL","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"IL","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
0,0,0,"MI","White",NA,"Female","45-64","some college","July","2012","Kaiser"
0,1,1,"IN","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"OH",NA,"$40,000-$75,000","Female","65+","college graduate","July","2012","Kaiser"
0,0,1,"MI","White","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
1,0,1,"WI","White","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"OH","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
0,1,1,"OH","White","less than $20,000","Female","65+","some college","July","2012","Kaiser"
1,0,1,"OH","Black","$20,000-$40,000","Male","45-64","college graduate","July","2012","Kaiser"
NA,1,0,"MI","White","$40,000-$75,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"MI","Hispanic","$75,000+","Male","45-64","some college","July","2012","Kaiser"
1,0,1,"WI","Black","$40,000-$75,000","Female","45-64","postgraduate","July","2012","Kaiser"
0,1,0,"IN","White","$20,000-$40,000","Female","30-44","high school graduate","July","2012","Kaiser"
NA,0,0,"IN","White","$40,000-$75,000","Female","65+","college graduate","July","2012","Kaiser"
0,0,0,"IL","White",NA,"Male","65+","college graduate","July","2012","Kaiser"
0,0,0,"MI","White","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"WI","White","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"PA","White","less than $20,000","Female","45-64","some college","July","2012","Kaiser"
NA,0,0,"NJ","Hispanic","less than $20,000","Female","65+","high school graduate","July","2012","Kaiser"
1,0,0,"PA","White","$20,000-$40,000","Female","65+","college graduate","July","2012","Kaiser"
NA,NA,0,"PA","White","$40,000-$75,000","Female","30-44","college graduate","July","2012","Kaiser"
0,0,0,"NY","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
0,0,1,"NY","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"PA","White","$20,000-$40,000","Female","65+","postgraduate","July","2012","Kaiser"
1,0,1,"PA","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
0,1,0,"PA","White","$20,000-$40,000","Male","30-44","less than a high school education","July","2012","Kaiser"
1,0,1,"NY","White","$40,000-$75,000","Male","65+","postgraduate","July","2012","Kaiser"
1,0,1,"PA","Black","$75,000+","Female","45-64","some college","July","2012","Kaiser"
0,0,0,"PA","Hispanic","$40,000-$75,000","Male","65+","some college","July","2012","Kaiser"
1,0,1,"NY","White","$20,000-$40,000","Female","45-64","college graduate","July","2012","Kaiser"
NA,0,1,"PA","White","less than $20,000","Female","65+","some college","July","2012","Kaiser"
1,0,1,"MA","White","less than $20,000","Male","65+","postgraduate","July","2012","Kaiser"
0,0,0,"GA","White","less than $20,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"NH","White","$20,000-$40,000","Female","30-44","some college","July","2012","Kaiser"
1,0,1,"ME","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
1,0,0,"ME","Hispanic",NA,"Female","45-64","some college","July","2012","Kaiser"
0,1,NA,"VT","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"MA","White","$40,000-$75,000","Female","18-29","college graduate","July","2012","Kaiser"
1,0,NA,"ME","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"ME","White","$40,000-$75,000","Male","45-64","some college","July","2012","Kaiser"
0,1,0,"ME","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
0,1,0,"CT","White",NA,"Female","65+","some college","July","2012","Kaiser"
1,0,1,"MA","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
0,0,0,"MA","White","$75,000+","Male","30-44","college graduate","July","2012","Kaiser"
0,1,1,"ME","Black","less than $20,000","Male","30-44","some college","July","2012","Kaiser"
0,1,0,"NH","White","$75,000+","Male","30-44","some college","July","2012","Kaiser"
1,0,1,"ME","White","$20,000-$40,000","Male","65+","college graduate","July","2012","Kaiser"
NA,0,1,"MA","Black","$75,000+","Male","45-64","less than a high school education","July","2012","Kaiser"
1,0,NA,"TN","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"RI","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"TN","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"AL","Black","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
0,1,1,"AL","White","$75,000+","Female","45-64","some college","July","2012","Kaiser"
0,0,1,"TN","White","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
1,0,0,"KY","White","less than $20,000","Female","45-64","less than a high school education","July","2012","Kaiser"
1,0,1,"KY","White","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"KY","White","less than $20,000","Female","45-64","high school graduate","July","2012","Kaiser"
NA,0,1,"KS","White",NA,"Female","65+","high school graduate","July","2012","Kaiser"
0,1,0,"TX","White","$75,000+","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"TX","White","$40,000-$75,000","Male","45-64","college graduate","July","2012","Kaiser"
0,0,0,"TX","White",NA,"Female","30-44","postgraduate","July","2012","Kaiser"
1,0,1,"TX","White","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
0,1,0,"LA","White",NA,"Female","65+","high school graduate","July","2012","Kaiser"
0,0,0,"OK","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"TX","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
0,1,0,"TX","White","$75,000+","Female","30-44","postgraduate","July","2012","Kaiser"
1,0,1,"SD","White","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
0,0,0,"OK","White","less than $20,000","Male","45-64","less than a high school education","July","2012","Kaiser"
1,0,1,"MN","White","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
1,0,1,"OK","Black","$75,000+","Female","30-44","postgraduate","July","2012","Kaiser"
1,0,0,"TX","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
0,1,0,"LA","White","$40,000-$75,000","Female","65+","postgraduate","July","2012","Kaiser"
0,0,0,"MO","White","less than $20,000","Female","45-64","less than a high school education","July","2012","Kaiser"
0,1,1,"MO","White","less than $20,000","Female","30-44","some college","July","2012","Kaiser"
0,0,1,"KS","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
0,0,0,"MN","White","$20,000-$40,000","Male","65+","some college","July","2012","Kaiser"
1,0,0,"MN","White","$40,000-$75,000","Female","30-44","some college","July","2012","Kaiser"
1,0,1,"IA","White",NA,"Female","65+","some college","July","2012","Kaiser"
0,NA,0,"TX","White","$40,000-$75,000","Female","65+","college graduate","July","2012","Kaiser"
0,0,0,"NE","Other","$75,000+","Female","18-29","some college","July","2012","Kaiser"
NA,0,NA,"NE","White",NA,"Female","65+","some college","July","2012","Kaiser"
0,1,1,"UT","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,0,0,"UT","White",NA,"Female","65+","high school graduate","July","2012","Kaiser"
NA,0,1,"NM","White",NA,"Male","65+","college graduate","July","2012","Kaiser"
NA,0,0,"KS","White","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"WY","Hispanic","less than $20,000","Female","18-29","less than a high school education","July","2012","Kaiser"
1,0,1,"MO","White","less than $20,000","Male","65+","college graduate","July","2012","Kaiser"
0,1,0,"AZ","White","$75,000+","Female","65+","college graduate","July","2012","Kaiser"
0,1,0,"UT","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
NA,0,1,"AZ","White","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
0,NA,0,"MO",NA,NA,"Male",NA,NA,"July","2012","Kaiser"
0,0,0,"UT",NA,NA,"Male","45-64","college graduate","July","2012","Kaiser"
0,1,NA,"MT","White","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
1,0,1,"CO","Hispanic","$20,000-$40,000","Male","65+","college graduate","July","2012","Kaiser"
1,0,1,"CO","White","$40,000-$75,000","Female","65+","some college","July","2012","Kaiser"
0,1,0,"WA","White",NA,"Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"WA","White","$20,000-$40,000","Male","45-64","some college","July","2012","Kaiser"
NA,0,0,"WA",NA,NA,"Female","45-64",NA,"July","2012","Kaiser"
NA,0,1,"WA","White","$20,000-$40,000","Female","45-64","less than a high school education","July","2012","Kaiser"
0,1,0,"CA","White","$40,000-$75,000","Male","65+","some college","July","2012","Kaiser"
1,0,1,"CA","Black","$40,000-$75,000","Male","45-64","some college","July","2012","Kaiser"
1,0,1,"CA","Black","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
NA,0,1,"CA","Hispanic","less than $20,000","Female","65+","high school graduate","July","2012","Kaiser"
0,0,NA,"WA","White","$20,000-$40,000","Male","65+","postgraduate","July","2012","Kaiser"
1,0,1,"CA","Black","less than $20,000","Male","30-44","high school graduate","July","2012","Kaiser"
0,0,0,"CA","White","less than $20,000","Female","30-44","college graduate","July","2012","Kaiser"
0,1,0,"WA","White",NA,"Female","45-64","some college","July","2012","Kaiser"
0,0,NA,"CA","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"CA","Hispanic","$75,000+","Male","45-64","some college","July","2012","Kaiser"
0,1,0,"CA","White","$75,000+","Male","30-44","some college","July","2012","Kaiser"
1,0,1,"CA","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
0,NA,NA,"CA","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
NA,0,1,"CA","White","$75,000+","Male","45-64","high school graduate","July","2012","Kaiser"
NA,NA,NA,"OR","White","$40,000-$75,000","Male","30-44","some college","July","2012","Kaiser"
0,1,NA,"OR","White","$20,000-$40,000","Male","65+","postgraduate","July","2012","Kaiser"
0,0,0,"CA","White","$75,000+","Female","45-64","high school graduate","July","2012","Kaiser"
0,0,1,"CA","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
0,1,0,"CA","White",NA,"Male","45-64","some college","July","2012","Kaiser"
NA,0,1,"WA","White","less than $20,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"NC","White","$20,000-$40,000","Female","45-64","postgraduate","July","2012","Kaiser"
0,0,0,"FL","Black","$40,000-$75,000","Female","30-44","college graduate","July","2012","Kaiser"
0,0,NA,"TX","White","less than $20,000","Male","65+","postgraduate","July","2012","Kaiser"
0,1,0,"TX","White",NA,"Female","65+","college graduate","July","2012","Kaiser"
0,0,0,"TX","White","$40,000-$75,000","Female","65+","college graduate","July","2012","Kaiser"
0,0,1,"AR","White","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,NA,"FL","White",NA,"Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"GA","White","$40,000-$75,000","Female","65+","some college","July","2012","Kaiser"
0,1,NA,"FL","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
NA,0,0,"GA","Black",NA,"Female","65+","high school graduate","July","2012","Kaiser"
0,1,0,"GA","White","$75,000+","Male","65+","college graduate","July","2012","Kaiser"
0,0,0,"FL","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
0,0,1,"FL","Hispanic","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,0,1,"DC","Black","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"VA","Black","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"MA","White","$75,000+","Female","30-44","college graduate","July","2012","Kaiser"
0,0,0,"IN","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"OH","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"OH","White","$20,000-$40,000","Male","65+","postgraduate","July","2012","Kaiser"
0,0,0,"IN","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"OH","White","$75,000+","Female","45-64","postgraduate","July","2012","Kaiser"
1,0,0,"MI","White","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
0,1,1,"OH","White","$75,000+","Male","65+","some college","July","2012","Kaiser"
0,1,1,"WI","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,1,1,"IN","Hispanic","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
NA,1,1,"IL","White","less than $20,000","Female","30-44","some college","July","2012","Kaiser"
0,1,0,"OH","Other","$40,000-$75,000","Male","45-64","some college","July","2012","Kaiser"
1,0,1,"IL","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,1,"IL","White","$75,000+","Female","18-29","postgraduate","July","2012","Kaiser"
0,1,NA,"IL","White","$40,000-$75,000","Female","65+","some college","July","2012","Kaiser"
0,1,0,"PA","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
0,1,0,"IL","White","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
1,0,1,"NY",NA,NA,"Female","65+",NA,"July","2012","Kaiser"
1,0,0,"NY","White","$75,000+","Female","30-44","postgraduate","July","2012","Kaiser"
0,0,NA,"PA","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
1,0,NA,"NY","Hispanic","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
1,0,0,"PA","White","$20,000-$40,000","Male","65+","high school graduate","July","2012","Kaiser"
1,0,1,"NY","White","$75,000+","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"NY","Hispanic","$20,000-$40,000","Male","45-64","some college","July","2012","Kaiser"
1,0,1,"NY","White",NA,"Male","45-64","college graduate","July","2012","Kaiser"
NA,0,1,"PA","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,NA,1,"NY","Black","$20,000-$40,000","Female","30-44","high school graduate","July","2012","Kaiser"
1,0,1,"NY","Black","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
0,0,0,"NJ","White","$75,000+","Male","45-64","high school graduate","July","2012","Kaiser"
0,0,1,"NJ","White",NA,"Male","30-44","postgraduate","July","2012","Kaiser"
0,1,0,"NY","White","$75,000+","Male","30-44","some college","July","2012","Kaiser"
0,0,NA,"NJ","White",NA,"Female","45-64","some college","July","2012","Kaiser"
1,0,1,"TN","White","$75,000+","Female","30-44","postgraduate","July","2012","Kaiser"
0,0,0,"KS","White","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
1,0,1,"KY","Black","$75,000+","Male","30-44","high school graduate","July","2012","Kaiser"
0,0,0,"OK","White","$40,000-$75,000","Male","65+","some college","July","2012","Kaiser"
0,0,0,"MO","White","less than $20,000","Female","65+","some college","July","2012","Kaiser"
0,0,NA,"TN","White",NA,"Male","65+","college graduate","July","2012","Kaiser"
0,1,1,"MS","White","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
0,1,0,"GA","White",NA,"Female","65+","some college","July","2012","Kaiser"
1,0,0,"MI","White","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,0,0,"TX","White","$40,000-$75,000","Male","30-44","college graduate","July","2012","Kaiser"
0,NA,NA,"UT","White","$40,000-$75,000","Male","65+","college graduate","July","2012","Kaiser"
0,0,0,"NY","White","less than $20,000","Male","45-64","less than a high school education","July","2012","Kaiser"
1,0,1,"GA","White","$40,000-$75,000","Female","65+","postgraduate","July","2012","Kaiser"
1,0,1,"CT","White","less than $20,000","Female","65+","high school graduate","July","2012","Kaiser"
0,1,0,"MO","White","$20,000-$40,000","Male","30-44","college graduate","July","2012","Kaiser"
NA,0,0,"MN","White","$40,000-$75,000","Female","65+","high school graduate","July","2012","Kaiser"
NA,0,1,"OR","Other","$20,000-$40,000","Female","45-64","college graduate","July","2012","Kaiser"
0,1,0,"NH","Other","$40,000-$75,000","Male","30-44","high school graduate","July","2012","Kaiser"
0,1,1,"ME","White","$20,000-$40,000","Female","65+","less than a high school education","July","2012","Kaiser"
0,1,0,"NE","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"AL","Black","$75,000+","Female","30-44","some college","July","2012","Kaiser"
0,0,0,"ME","White","$40,000-$75,000","Male","65+","college graduate","July","2012","Kaiser"
0,1,0,"WI","White",NA,"Male","45-64","college graduate","July","2012","Kaiser"
0,0,0,"AL","White","$75,000+","Male","30-44","college graduate","July","2012","Kaiser"
1,0,0,"TN","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
1,0,1,"NC",NA,"$20,000-$40,000","Female","45-64","some college","July","2012","Kaiser"
1,0,0,"MA","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"NH","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
1,0,1,"KY","White","$40,000-$75,000","Female","45-64","postgraduate","July","2012","Kaiser"
0,1,0,"CT","White","$75,000+","Female","30-44","college graduate","July","2012","Kaiser"
0,1,0,"MA","White","$40,000-$75,000","Male","65+","college graduate","July","2012","Kaiser"
0,1,0,"KY","White","$20,000-$40,000","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"AL","White","$40,000-$75,000","Male","65+","college graduate","July","2012","Kaiser"
0,0,1,"OR","White","less than $20,000","Female","65+","some college","July","2012","Kaiser"
0,NA,0,"IA","White","$40,000-$75,000","Male","45-64","postgraduate","July","2012","Kaiser"
NA,NA,0,"KS","White","$75,000+","Male","65+","high school graduate","July","2012","Kaiser"
0,1,0,"MO","White","$20,000-$40,000","Male","45-64","some college","July","2012","Kaiser"
1,0,0,"MN","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
NA,0,0,"AR","White","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
0,1,0,"TX","White","$75,000+","Male","45-64","postgraduate","July","2012","Kaiser"
0,0,0,"MN","White","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"TX","White",NA,"Male","45-64","college graduate","July","2012","Kaiser"
0,0,0,"TX","White",NA,"Male","45-64","postgraduate","July","2012","Kaiser"
0,1,1,"TX","White",NA,"Female","65+","some college","July","2012","Kaiser"
0,NA,0,"NC","White","$40,000-$75,000","Male","65+","some college","July","2012","Kaiser"
0,NA,0,"FL","White","$40,000-$75,000","Female","65+","some college","July","2012","Kaiser"
NA,0,1,"FL","White","$20,000-$40,000","Female","65+","less than a high school education","July","2012","Kaiser"
1,0,1,"FL","White","$75,000+","Male","18-29","some college","July","2012","Kaiser"
0,1,1,"LA","White",NA,"Female","45-64","less than a high school education","July","2012","Kaiser"
0,0,1,"OK","White","$75,000+","Female","30-44","postgraduate","July","2012","Kaiser"
0,0,0,"LA","White","$40,000-$75,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"TX","Black","$40,000-$75,000","Female","45-64","college graduate","July","2012","Kaiser"
0,1,0,"MO","Black","less than $20,000","Female","65+","less than a high school education","July","2012","Kaiser"
1,0,1,"TX","White","less than $20,000","Female","18-29","some college","July","2012","Kaiser"
NA,0,0,"MI","White","$40,000-$75,000","Male","65+","postgraduate","July","2012","Kaiser"
1,0,1,"OH","White","$75,000+","Male","65+","postgraduate","July","2012","Kaiser"
1,0,1,"WI","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
NA,0,0,"IL","White","less than $20,000","Female","65+","high school graduate","July","2012","Kaiser"
1,1,0,"OH","White","$75,000+","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"IN","White","less than $20,000","Female","30-44","high school graduate","July","2012","Kaiser"
1,0,1,"MI","Black","less than $20,000","Female","45-64","less than a high school education","July","2012","Kaiser"
0,1,0,"IN","White","less than $20,000","Female","45-64","some college","July","2012","Kaiser"
0,1,0,"OH","White","$40,000-$75,000","Female","65+","high school graduate","July","2012","Kaiser"
0,0,0,"FL","White","less than $20,000","Male","65+","college graduate","July","2012","Kaiser"
0,1,0,"MN","White","$20,000-$40,000","Female","65+","some college","July","2012","Kaiser"
1,0,0,"IA","White","less than $20,000","Male","65+","college graduate","July","2012","Kaiser"
0,1,0,"TX","White","$75,000+","Female","65+","college graduate","July","2012","Kaiser"
0,0,1,"OK","White","$20,000-$40,000","Female","65+","high school graduate","July","2012","Kaiser"
0,0,1,"LA","Black","less than $20,000","Female","45-64","college graduate","July","2012","Kaiser"
0,0,0,"TX","White","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"TX","White","$75,000+","Female","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"TX","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
0,0,1,"LA","White","$20,000-$40,000","Male","65+","high school graduate","July","2012","Kaiser"
1,0,1,"TX","White","$40,000-$75,000","Male","45-64","college graduate","July","2012","Kaiser"
1,0,1,"AR","White","$40,000-$75,000","Female","65+","postgraduate","July","2012","Kaiser"
0,1,0,"TX","White",NA,"Male","65+","college graduate","July","2012","Kaiser"
0,1,0,"TX","White","$75,000+","Male","30-44","college graduate","July","2012","Kaiser"
0,1,NA,"TX","White","less than $20,000","Female","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"NY","White","$75,000+","Male","45-64","some college","July","2012","Kaiser"
0,0,0,"PA","White","$75,000+","Male","30-44","college graduate","July","2012","Kaiser"
1,0,1,"NY","White","$40,000-$75,000","Male","30-44","college graduate","July","2012","Kaiser"
0,1,0,"NY","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"AK","White","$40,000-$75,000","Male","45-64","college graduate","July","2012","Kaiser"
1,0,NA,"RI","White",NA,"Female","30-44","college graduate","July","2012","Kaiser"
0,1,0,"CO","White","less than $20,000","Female","65+","some college","July","2012","Kaiser"
1,0,1,"RI","White","$40,000-$75,000","Male","65+","some college","July","2012","Kaiser"
0,1,0,"CA","White","$20,000-$40,000","Male","18-29","some college","July","2012","Kaiser"
1,0,0,"OR","White","less than $20,000","Female","65+","some college","July","2012","Kaiser"
NA,0,1,"AZ","Hispanic","$20,000-$40,000","Female","45-64","less than a high school education","July","2012","Kaiser"
NA,1,0,"CA","Hispanic",NA,"Male","18-29","some college","July","2012","Kaiser"
0,0,1,"MI","Hispanic","less than $20,000","Male","30-44","less than a high school education","July","2012","Kaiser"
1,0,1,"MA","White","$40,000-$75,000","Male","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"NC","White",NA,"Female","65+","high school graduate","July","2012","Kaiser"
1,0,1,"CA","Hispanic",NA,"Female","45-64","less than a high school education","July","2012","Kaiser"
1,0,1,"NJ",NA,"$40,000-$75,000","Female","65+","postgraduate","July","2012","Kaiser"
0,NA,0,"CA","White","less than $20,000","Female","65+","some college","July","2012","Kaiser"
1,0,1,"AZ","Hispanic","less than $20,000","Female","65+","less than a high school education","July","2012","Kaiser"
0,0,0,"MO","White",NA,"Female","45-64","some college","July","2012","Kaiser"
1,0,1,"OR","White","$20,000-$40,000","Male","45-64","college graduate","July","2012","Kaiser"
0,1,0,"TN","White","$75,000+","Female","45-64","some college","July","2012","Kaiser"
0,1,0,"TN","Black","$20,000-$40,000","Male","45-64","high school graduate","July","2012","Kaiser"
1,NA,1,"CT","White",NA,"Female","45-64","postgraduate","July","2012","Kaiser"
1,NA,0,"NY",NA,NA,"Male","65+","postgraduate","July","2012","Kaiser"
0,1,0,"OH","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
0,0,0,"VA","White","$40,000-$75,000","Male","30-44","high school graduate","July","2012","Kaiser"
1,0,1,"DE","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
0,1,0,"PA","White","$75,000+","Female","30-44","postgraduate","July","2012","Kaiser"
0,0,0,"FL","White","$75,000+","Male","30-44","college graduate","July","2012","Kaiser"
1,0,1,"MO","White","$75,000+","Female","45-64","high school graduate","July","2012","Kaiser"
0,1,0,"SC","White","$75,000+","Male","30-44","postgraduate","July","2012","Kaiser"
1,0,1,"FL","White","$75,000+","Female","65+","college graduate","July","2012","Kaiser"
0,1,0,"GA","White","$20,000-$40,000","Male","65+","postgraduate","July","2012","Kaiser"
0,0,1,"SC","White","$75,000+","Male","65+","high school graduate","July","2012","Kaiser"
0,0,1,"TX","White","$20,000-$40,000","Female","45-64","less than a high school education","July","2012","Kaiser"
0,1,0,"FL","White",NA,"Female","65+","some college","July","2012","Kaiser"
0,1,0,"FL","Other","$75,000+","Male","30-44","college graduate","July","2012","Kaiser"
NA,NA,NA,"SC","White","$20,000-$40,000","Female","65+","less than a high school education","July","2012","Kaiser"
NA,1,0,"NC","White","$40,000-$75,000","Female","18-29","some college","July","2012","Kaiser"
0,1,0,"NC","White","$40,000-$75,000","Male","65+","some college","July","2012","Kaiser"
0,0,0,"SC","Other","$20,000-$40,000","Female","45-64","postgraduate","July","2012","Kaiser"
0,0,1,"WA","Other","less than $20,000","Female","45-64","some college","July","2012","Kaiser"
0,1,0,"NC","White","$75,000+","Female","30-44","college graduate","July","2012","Kaiser"
0,0,1,"MD","White","$40,000-$75,000","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"SC","Hispanic","$75,000+","Female","30-44","postgraduate","July","2012","Kaiser"
0,0,1,"FL","White","$75,000+","Female","45-64","some college","July","2012","Kaiser"
1,0,1,"FL","Black","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
0,0,1,"WV","White","$20,000-$40,000","Male","65+","high school graduate","July","2012","Kaiser"
1,0,1,"FL","White","$75,000+","Female","45-64","college graduate","July","2012","Kaiser"
0,1,1,"MD","White","less than $20,000","Male","65+","high school graduate","July","2012","Kaiser"
0,1,0,"MN","White","$75,000+","Male","45-64","college graduate","July","2012","Kaiser"
1,1,1,"MN","White","$20,000-$40,000","Female","45-64","high school graduate","July","2012","Kaiser"
1,0,1,"MN","White","less than $20,000","Female","65+","some college","July","2012","Kaiser"
1,0,1,"IA","White","$40,000-$75,000","Female","65+","college graduate","July","2012","Kaiser"
