"aca.fav","exp.medicaid","state","race","income","sex","age","education","month","year","polling.org"
1,1,"TX","White","$40,000-$75,000","Male","65+","some college","March","2013","Kaiser"
0,NA,"CO","White","$40,000-$75,000","Female","45-64","some college","March","2013","Kaiser"
1,1,"CT","Hispanic","$20,000-$40,000","Male","30-44","some college","March","2013","Kaiser"
0,0,"SD","White","$40,000-$75,000","Female","45-64","high school graduate","March","2013","Kaiser"
NA,NA,"TX","White","$75,000+","Female","18-29","some college","March","2013","Kaiser"
0,0,"UT","White","$75,000+","Male","18-29","some college","March","2013","Kaiser"
NA,1,"UT","White","$20,000-$40,000","Male","18-29","some college","March","2013","Kaiser"
0,0,"OH","White",NA,"Male","45-64","high school graduate","March","2013","Kaiser"
0,1,"FL","White","$20,000-$40,000","Male","45-64","high school graduate","March","2013","Kaiser"
NA,0,"NY","White",NA,"Male","65+","college graduate","March","2013","Kaiser"
1,1,"UT","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
0,0,"NE","White","$40,000-$75,000","Male","45-64","high school graduate","March","2013","Kaiser"
1,0,"IN","White","less than $20,000","Female","45-64","high school graduate","March","2013","Kaiser"
NA,1,"CA","Hispanic","$20,000-$40,000","Male","45-64","high school graduate","March","2013","Kaiser"
1,1,"WA","White","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
0,0,"MI","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
NA,1,"CA","Black","less than $20,000","Male","30-44","high school graduate","March","2013","Kaiser"
1,1,"AZ","White","$20,000-$40,000","Female","65+","some college","March","2013","Kaiser"
1,1,"CA","White","less than $20,000","Male","18-29","some college","March","2013","Kaiser"
0,0,"TX","White",NA,"Female","65+","some college","March","2013","Kaiser"
0,0,"TX","White",NA,"Female","65+","some college","March","2013","Kaiser"
1,1,"GA","Black","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
1,1,"IA","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"IL","White","$40,000-$75,000","Male","18-29","high school graduate","March","2013","Kaiser"
0,0,"TX","Hispanic","$75,000+","Female","45-64","postgraduate","March","2013","Kaiser"
NA,1,"IL","Black","$20,000-$40,000","Female","30-44","college graduate","March","2013","Kaiser"
NA,1,"CA","Black","less than $20,000","Female","18-29","postgraduate","March","2013","Kaiser"
1,1,"WA","White","$40,000-$75,000","Male","45-64","college graduate","March","2013","Kaiser"
0,0,"TX","White",NA,"Male","45-64","college graduate","March","2013","Kaiser"
0,1,"AL","White","$20,000-$40,000","Female","30-44","some college","March","2013","Kaiser"
NA,1,"MN","White","$20,000-$40,000","Male","65+","some college","March","2013","Kaiser"
0,1,"NE","White","$20,000-$40,000","Female","45-64","some college","March","2013","Kaiser"
NA,1,"OH","White","$40,000-$75,000","Female","30-44","some college","March","2013","Kaiser"
1,1,"GA","White","$40,000-$75,000","Male","45-64","postgraduate","March","2013","Kaiser"
1,1,"CA","Black","$20,000-$40,000","Female","30-44","college graduate","March","2013","Kaiser"
1,1,"IA","White","less than $20,000","Male","18-29","high school graduate","March","2013","Kaiser"
0,0,"OR","White","$40,000-$75,000","Female","45-64","some college","March","2013","Kaiser"
0,1,"MO","Black","less than $20,000","Male","18-29","high school graduate","March","2013","Kaiser"
1,1,"IL","Other","$75,000+","Male","18-29","postgraduate","March","2013","Kaiser"
1,1,"AR","Black","less than $20,000","Male","65+","less than a high school education","March","2013","Kaiser"
0,1,"OR","White","$40,000-$75,000","Male","45-64","some college","March","2013","Kaiser"
NA,1,"MS","White","$20,000-$40,000","Male","45-64","high school graduate","March","2013","Kaiser"
1,1,"CA","Other","$40,000-$75,000","Male","18-29","postgraduate","March","2013","Kaiser"
0,0,"TX","White","$75,000+","Female","45-64","postgraduate","March","2013","Kaiser"
1,1,"CA","Hispanic","less than $20,000","Male","30-44","less than a high school education","March","2013","Kaiser"
NA,0,"CA","Black","$75,000+","Male","45-64","some college","March","2013","Kaiser"
0,1,"CA","Other","$20,000-$40,000","Male","18-29","high school graduate","March","2013","Kaiser"
1,1,"CA","White","$40,000-$75,000","Male","18-29","some college","March","2013","Kaiser"
1,NA,"WA","White","$40,000-$75,000","Female","30-44","some college","March","2013","Kaiser"
NA,0,"CA","Other","less than $20,000","Male","30-44","some college","March","2013","Kaiser"
NA,0,"WA","White","less than $20,000","Female","18-29","high school graduate","March","2013","Kaiser"
0,0,"CA","White","$75,000+","Female","45-64","postgraduate","March","2013","Kaiser"
1,1,"WA","White","$75,000+","Female","45-64","postgraduate","March","2013","Kaiser"
1,1,"HI","White","$40,000-$75,000","Female","30-44","college graduate","March","2013","Kaiser"
1,0,"MD","Black","$75,000+","Male","30-44","postgraduate","March","2013","Kaiser"
0,0,"CA","Other","less than $20,000","Male","65+","high school graduate","March","2013","Kaiser"
NA,0,"CA","White","less than $20,000","Male","30-44","high school graduate","March","2013","Kaiser"
0,0,"WA",NA,"$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
NA,1,"WA","White","$40,000-$75,000","Female","45-64","postgraduate","March","2013","Kaiser"
NA,NA,"CA","White","$75,000+","Male","30-44","some college","March","2013","Kaiser"
0,0,"UT","White","$40,000-$75,000","Female","18-29","college graduate","March","2013","Kaiser"
0,1,"UT","White","$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
0,0,"CO","White","$20,000-$40,000","Female","30-44","some college","March","2013","Kaiser"
1,0,"CA","Hispanic","$40,000-$75,000","Male","45-64","less than a high school education","March","2013","Kaiser"
1,1,"PA","Black","less than $20,000","Female","18-29","college graduate","March","2013","Kaiser"
1,1,"MI","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
NA,1,"PA","White","$20,000-$40,000","Female","18-29","some college","March","2013","Kaiser"
1,1,"NC","Black","$20,000-$40,000","Male","30-44","college graduate","March","2013","Kaiser"
0,0,"GA","White","$75,000+","Female","65+","college graduate","March","2013","Kaiser"
NA,1,"IN","White","$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
0,0,"VA","White","$20,000-$40,000","Male","18-29","college graduate","March","2013","Kaiser"
0,0,"MI","White",NA,"Male","45-64","some college","March","2013","Kaiser"
NA,0,"VA","White","less than $20,000","Female","18-29","high school graduate","March","2013","Kaiser"
0,NA,"MD","White","$75,000+","Female","30-44","high school graduate","March","2013","Kaiser"
0,1,"NC","Black","$20,000-$40,000","Female","30-44","some college","March","2013","Kaiser"
0,0,"TX","White","$20,000-$40,000","Female","30-44","some college","March","2013","Kaiser"
0,1,"OH","White","$40,000-$75,000","Male","45-64","some college","March","2013","Kaiser"
1,1,"MN","Black","$75,000+","Male","30-44","postgraduate","March","2013","Kaiser"
1,1,"CA","White","$40,000-$75,000","Female","30-44","college graduate","March","2013","Kaiser"
1,1,"WA","Other","$20,000-$40,000","Male","18-29","high school graduate","March","2013","Kaiser"
1,1,"OH","White","$75,000+","Female","65+","high school graduate","March","2013","Kaiser"
0,1,"MN","White","$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
NA,0,"TX","Hispanic","$40,000-$75,000","Male","18-29","high school graduate","March","2013","Kaiser"
1,1,"FL","Black","$40,000-$75,000","Male","30-44","college graduate","March","2013","Kaiser"
NA,1,"SC","White","$40,000-$75,000","Male","45-64","high school graduate","March","2013","Kaiser"
NA,1,"IL","Black","$40,000-$75,000","Male","45-64","some college","March","2013","Kaiser"
NA,0,"TX","White","$40,000-$75,000","Female","30-44","college graduate","March","2013","Kaiser"
1,1,"MO","Black","$20,000-$40,000","Male","18-29","some college","March","2013","Kaiser"
1,1,"NY","Black","$20,000-$40,000","Male","30-44","high school graduate","March","2013","Kaiser"
1,1,"IL","Hispanic","$40,000-$75,000","Female","45-64","postgraduate","March","2013","Kaiser"
NA,0,"CO","Hispanic","less than $20,000","Female","18-29","some college","March","2013","Kaiser"
0,0,"ID","White","$20,000-$40,000","Male","18-29","high school graduate","March","2013","Kaiser"
1,1,"CO","Other","$40,000-$75,000","Female","45-64","college graduate","March","2013","Kaiser"
NA,0,"WI","White","$20,000-$40,000","Male","65+","high school graduate","March","2013","Kaiser"
1,1,"FL","White","$20,000-$40,000","Female","65+","high school graduate","March","2013","Kaiser"
0,0,"OH","White","$40,000-$75,000","Male","45-64","high school graduate","March","2013","Kaiser"
1,1,"GA","Black","less than $20,000","Female","18-29","college graduate","March","2013","Kaiser"
0,0,"DE","White","$20,000-$40,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,0,"MD","Black","$40,000-$75,000","Female","30-44","postgraduate","March","2013","Kaiser"
1,1,"FL","Hispanic","$40,000-$75,000","Male","18-29","college graduate","March","2013","Kaiser"
1,1,"NY","White","$20,000-$40,000","Male","65+","college graduate","March","2013","Kaiser"
NA,0,"ND","White","$40,000-$75,000","Male","30-44","high school graduate","March","2013","Kaiser"
0,0,"IL","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
0,0,"LA","White","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
1,1,"NY","Black","$75,000+","Female","18-29","some college","March","2013","Kaiser"
1,1,"TX","White","$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
0,1,"MI","Black","$20,000-$40,000","Female","45-64","high school graduate","March","2013","Kaiser"
0,0,"OH","White","$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
0,0,"TX",NA,"$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
0,0,"VA","White","$40,000-$75,000","Male","30-44","high school graduate","March","2013","Kaiser"
0,0,"LA","White","$75,000+","Female","18-29","college graduate","March","2013","Kaiser"
0,0,"FL","White","$20,000-$40,000","Male","45-64","less than a high school education","March","2013","Kaiser"
0,0,"FL","White","$40,000-$75,000","Female","30-44","high school graduate","March","2013","Kaiser"
NA,1,"GA","Black","$40,000-$75,000","Male","45-64","some college","March","2013","Kaiser"
0,0,"TX","Hispanic","$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
0,1,"ND","White","$40,000-$75,000","Male","45-64","college graduate","March","2013","Kaiser"
1,1,"FL","Other","$40,000-$75,000","Male","45-64","postgraduate","March","2013","Kaiser"
0,0,"CA","White","$75,000+","Male","45-64","high school graduate","March","2013","Kaiser"
NA,1,"CA","Other","$75,000+","Male","18-29","some college","March","2013","Kaiser"
1,1,"PA","White","$75,000+","Female","45-64","postgraduate","March","2013","Kaiser"
NA,1,"PA","Hispanic","$40,000-$75,000","Male","18-29","high school graduate","March","2013","Kaiser"
NA,1,"MD","White","$75,000+","Male","65+","postgraduate","March","2013","Kaiser"
1,1,"IN","White","$40,000-$75,000","Male","45-64","college graduate","March","2013","Kaiser"
1,1,"TX","Hispanic","less than $20,000","Male","65+","some college","March","2013","Kaiser"
0,0,"WI","White","$75,000+","Female","30-44","some college","March","2013","Kaiser"
1,1,"MD","White","$40,000-$75,000","Female","30-44","college graduate","March","2013","Kaiser"
1,1,"NC","White","$20,000-$40,000","Female","45-64","some college","March","2013","Kaiser"
0,0,"TX","White","$40,000-$75,000","Female","65+","high school graduate","March","2013","Kaiser"
0,1,"MI","White","less than $20,000","Female","18-29","high school graduate","March","2013","Kaiser"
1,1,"AZ","White","$75,000+","Female","30-44","postgraduate","March","2013","Kaiser"
1,1,"CA","White","$40,000-$75,000","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"AZ","White","$20,000-$40,000","Female","65+","high school graduate","March","2013","Kaiser"
0,0,"CA","Hispanic","$75,000+","Female","30-44","postgraduate","March","2013","Kaiser"
NA,NA,"UT","White","$20,000-$40,000","Male","18-29","some college","March","2013","Kaiser"
1,1,"FL","White","less than $20,000","Female","45-64","some college","March","2013","Kaiser"
1,1,"AZ","White","$75,000+","Male","18-29","college graduate","March","2013","Kaiser"
0,1,"GA","White","$75,000+","Female","18-29","some college","March","2013","Kaiser"
0,1,"LA","Black","$40,000-$75,000","Female","30-44","college graduate","March","2013","Kaiser"
NA,NA,"PA","Other","less than $20,000","Male","18-29","high school graduate","March","2013","Kaiser"
1,1,"VA","Hispanic","$20,000-$40,000","Male","18-29","some college","March","2013","Kaiser"
NA,0,"LA","White","$20,000-$40,000","Male","30-44","high school graduate","March","2013","Kaiser"
0,0,"IA","White",NA,"Female","45-64","some college","March","2013","Kaiser"
1,1,"IL","Black","$40,000-$75,000","Female","18-29","college graduate","March","2013","Kaiser"
0,0,"TX","White","$75,000+","Female","45-64","high school graduate","March","2013","Kaiser"
0,0,"NE","White","$40,000-$75,000","Male","30-44","college graduate","March","2013","Kaiser"
NA,0,"TX","Hispanic","$20,000-$40,000","Female","18-29","some college","March","2013","Kaiser"
1,1,"MO","White",NA,"Male","45-64","postgraduate","March","2013","Kaiser"
0,0,"VA","White",NA,"Male","18-29","less than a high school education","March","2013","Kaiser"
0,0,"OH","White","$75,000+","Male","18-29","postgraduate","March","2013","Kaiser"
NA,1,"IL","Black","less than $20,000","Female","45-64","some college","March","2013","Kaiser"
0,0,"AL","Hispanic","$75,000+","Male","45-64","some college","March","2013","Kaiser"
NA,NA,"WI","White","$20,000-$40,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,1,"KS","White","less than $20,000","Male","30-44","less than a high school education","March","2013","Kaiser"
1,1,"MN","Hispanic","less than $20,000","Male","18-29","high school graduate","March","2013","Kaiser"
NA,1,"MN","Black","$40,000-$75,000","Male","30-44","college graduate","March","2013","Kaiser"
0,0,"AL","White","$75,000+","Male","45-64","high school graduate","March","2013","Kaiser"
1,1,"MS","Black","$20,000-$40,000","Male","30-44","some college","March","2013","Kaiser"
0,0,"IL","White","$75,000+","Female","45-64","postgraduate","March","2013","Kaiser"
0,0,"TX","White","$20,000-$40,000","Female","65+","postgraduate","March","2013","Kaiser"
1,1,"MO","White","$75,000+","Female","45-64","postgraduate","March","2013","Kaiser"
NA,1,"MO","White","$20,000-$40,000","Female","65+","postgraduate","March","2013","Kaiser"
1,0,"IL","Black","$40,000-$75,000","Male","65+","college graduate","March","2013","Kaiser"
1,0,"AZ","Hispanic","less than $20,000","Male","30-44",NA,"March","2013","Kaiser"
1,1,"IL","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
0,0,"WI","White","$75,000+","Male","45-64","some college","March","2013","Kaiser"
1,1,"OK","Hispanic","$20,000-$40,000","Male","30-44","high school graduate","March","2013","Kaiser"
0,0,"MN","White",NA,"Male","18-29","college graduate","March","2013","Kaiser"
NA,1,"AK","White",NA,"Female","18-29","high school graduate","March","2013","Kaiser"
1,1,"TX","Hispanic","$20,000-$40,000","Female","18-29","some college","March","2013","Kaiser"
NA,1,"CA","Hispanic","less than $20,000","Female","65+","less than a high school education","March","2013","Kaiser"
0,1,"ID","White","$20,000-$40,000","Male","45-64","college graduate","March","2013","Kaiser"
0,0,"ID","White","$40,000-$75,000","Female","65+","some college","March","2013","Kaiser"
1,0,"CA","Other","$75,000+","Female","30-44","college graduate","March","2013","Kaiser"
0,0,"CA","White","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
1,1,"CA","Hispanic","$20,000-$40,000","Male","30-44","high school graduate","March","2013","Kaiser"
NA,1,"CA","Black","less than $20,000","Female","18-29","high school graduate","March","2013","Kaiser"
1,1,"CA","Black","$40,000-$75,000","Female","65+","postgraduate","March","2013","Kaiser"
1,1,"CO","White","less than $20,000","Male","18-29","postgraduate","March","2013","Kaiser"
0,0,"OR","Other","less than $20,000","Male","30-44","some college","March","2013","Kaiser"
NA,1,"CA","Hispanic",NA,"Male","30-44","some college","March","2013","Kaiser"
0,0,"CA","White","$20,000-$40,000","Female","45-64","high school graduate","March","2013","Kaiser"
1,1,"CA","White","less than $20,000","Female","30-44","college graduate","March","2013","Kaiser"
0,NA,"MD","White",NA,"Male","45-64","high school graduate","March","2013","Kaiser"
0,0,"ME","White","$20,000-$40,000","Male","65+","some college","March","2013","Kaiser"
0,0,"OH","White","$40,000-$75,000","Male","65+","college graduate","March","2013","Kaiser"
1,1,"TN","Black","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"NC","White","$75,000+","Male","65+","postgraduate","March","2013","Kaiser"
NA,0,"IN","White","$20,000-$40,000","Male","45-64","some college","March","2013","Kaiser"
1,1,"FL","White","$40,000-$75,000","Female","18-29","college graduate","March","2013","Kaiser"
1,0,"GA","Black","$40,000-$75,000","Female","45-64","less than a high school education","March","2013","Kaiser"
NA,1,"ME","White","$20,000-$40,000","Female","65+","high school graduate","March","2013","Kaiser"
0,1,"OH","White","$20,000-$40,000","Female","45-64","less than a high school education","March","2013","Kaiser"
1,1,"PA","White","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
0,0,"PA","White","$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
1,1,"FL","Hispanic","$75,000+","Male","18-29","high school graduate","March","2013","Kaiser"
1,0,"NY","White",NA,"Female","18-29","some college","March","2013","Kaiser"
0,0,"FL","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"CT","White","$75,000+","Female","18-29","high school graduate","March","2013","Kaiser"
1,1,"MD","Black","$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
1,0,"GA","Other","$40,000-$75,000","Female","30-44","less than a high school education","March","2013","Kaiser"
1,1,"FL","White","$40,000-$75,000","Male","45-64","college graduate","March","2013","Kaiser"
1,1,"MI","Black","less than $20,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,1,"MI","White","$20,000-$40,000","Male","18-29","some college","March","2013","Kaiser"
1,1,"GA","Other","$20,000-$40,000","Female","18-29","college graduate","March","2013","Kaiser"
0,0,"TX","White","$75,000+","Female","18-29","postgraduate","March","2013","Kaiser"
0,0,"MI","White",NA,"Male","45-64","some college","March","2013","Kaiser"
1,1,"NC","White","$75,000+","Male","45-64","high school graduate","March","2013","Kaiser"
0,NA,"GA","Other","less than $20,000","Male","18-29","high school graduate","March","2013","Kaiser"
1,1,"VA","Black","$40,000-$75,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,1,"MO","Black","$75,000+","Male","45-64","some college","March","2013","Kaiser"
0,1,"IL","White","less than $20,000","Female","18-29","some college","March","2013","Kaiser"
1,0,"IL","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
0,1,"GA","White","$20,000-$40,000","Male","65+","some college","March","2013","Kaiser"
NA,0,"NY","White","less than $20,000","Female","18-29","high school graduate","March","2013","Kaiser"
NA,0,"WI","White","$40,000-$75,000","Female","65+","some college","March","2013","Kaiser"
1,1,"PA","White","$75,000+","Female","18-29","some college","March","2013","Kaiser"
0,0,"LA","White","$40,000-$75,000","Female","45-64","less than a high school education","March","2013","Kaiser"
0,1,"AL","White",NA,"Female","65+","some college","March","2013","Kaiser"
0,0,"MN","White","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
0,1,"OK","Other","less than $20,000","Male","30-44","some college","March","2013","Kaiser"
0,0,"PA","White","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
1,1,"GA","Black","$40,000-$75,000","Male","18-29","college graduate","March","2013","Kaiser"
0,0,"PA","White","$75,000+","Male","45-64","high school graduate","March","2013","Kaiser"
0,NA,"NJ","White",NA,"Female","65+","high school graduate","March","2013","Kaiser"
NA,0,"ME","White","less than $20,000","Female","65+","high school graduate","March","2013","Kaiser"
1,1,"FL",NA,"less than $20,000","Female","65+","college graduate","March","2013","Kaiser"
1,1,"KY","White","$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
1,1,"OH","White",NA,"Male","45-64","college graduate","March","2013","Kaiser"
NA,1,"MI","Black","$20,000-$40,000","Female","30-44","high school graduate","March","2013","Kaiser"
1,1,"CO","White","$40,000-$75,000","Male","18-29","postgraduate","March","2013","Kaiser"
1,0,"SC","White","less than $20,000","Female","30-44","high school graduate","March","2013","Kaiser"
0,1,"FL","White","$20,000-$40,000","Male","45-64","college graduate","March","2013","Kaiser"
0,1,"TX","Hispanic","less than $20,000","Female","18-29","less than a high school education","March","2013","Kaiser"
0,1,"NJ","Other","$75,000+","Female","18-29",NA,"March","2013","Kaiser"
0,0,"MD","White",NA,"Female","45-64","some college","March","2013","Kaiser"
NA,1,"OH","Other","$40,000-$75,000","Female","18-29","high school graduate","March","2013","Kaiser"
NA,1,"AZ","Hispanic","less than $20,000","Female","45-64","high school graduate","March","2013","Kaiser"
1,0,"AZ","White","$20,000-$40,000","Male","45-64","college graduate","March","2013","Kaiser"
1,1,"OH","White","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
1,1,"FL","White",NA,"Female","65+","postgraduate","March","2013","Kaiser"
0,0,"IL","White","$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
NA,1,"FL","White","$75,000+","Female","45-64","college graduate","March","2013","Kaiser"
0,NA,"SD","White",NA,"Male","45-64","college graduate","March","2013","Kaiser"
1,1,"CO","White","$40,000-$75,000","Male","45-64","postgraduate","March","2013","Kaiser"
0,0,"KS","White","$75,000+","Female","30-44","college graduate","March","2013","Kaiser"
1,1,"NY","White","$75,000+","Female","65+","postgraduate","March","2013","Kaiser"
NA,NA,"CA","White",NA,"Female","18-29","some college","March","2013","Kaiser"
1,1,"IA","Other","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
0,1,"OK","White","$75,000+","Male","30-44","high school graduate","March","2013","Kaiser"
0,0,"TX","White",NA,"Male","45-64","college graduate","March","2013","Kaiser"
0,1,"TX","Black","less than $20,000","Male","45-64","less than a high school education","March","2013","Kaiser"
0,1,"NH","Hispanic","less than $20,000","Female","18-29","high school graduate","March","2013","Kaiser"
0,0,"KS","White","$75,000+","Female","45-64","high school graduate","March","2013","Kaiser"
1,1,"MS","Black","$75,000+","Male","30-44","postgraduate","March","2013","Kaiser"
1,1,"MN","White","less than $20,000","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"NC","Black","less than $20,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,NA,"IN","White","less than $20,000","Male","18-29","high school graduate","March","2013","Kaiser"
1,1,"MI","Black","$20,000-$40,000","Male","18-29","some college","March","2013","Kaiser"
0,1,"MI","White","less than $20,000","Female","30-44","some college","March","2013","Kaiser"
1,1,"IN","White","$40,000-$75,000","Female","45-64","some college","March","2013","Kaiser"
NA,1,"RI","Hispanic","$75,000+","Male","45-64","high school graduate","March","2013","Kaiser"
0,1,"CA","White","$75,000+","Male","18-29","postgraduate","March","2013","Kaiser"
1,1,"TX","Black","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
NA,0,"FL","Black","$75,000+","Male","18-29","postgraduate","March","2013","Kaiser"
0,0,"NC","White","less than $20,000","Female","18-29","some college","March","2013","Kaiser"
1,1,"MD","White","$75,000+","Male","45-64","some college","March","2013","Kaiser"
1,0,"GA","White",NA,"Male","65+","high school graduate","March","2013","Kaiser"
1,1,"FL","Black","$40,000-$75,000","Female","45-64","postgraduate","March","2013","Kaiser"
0,0,"CA","White","$40,000-$75,000","Female","45-64","some college","March","2013","Kaiser"
0,0,"CA","White","$75,000+","Male","45-64","postgraduate","March","2013","Kaiser"
0,NA,"NE","White","$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
0,0,"OR","White","$75,000+","Male","30-44","some college","March","2013","Kaiser"
NA,1,"TN","White","$75,000+","Female","18-29","less than a high school education","March","2013","Kaiser"
1,1,"FL","Hispanic","less than $20,000","Female","45-64","less than a high school education","March","2013","Kaiser"
0,0,"NJ","White","$75,000+","Male","65+","college graduate","March","2013","Kaiser"
0,0,"FL","White","$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
1,1,"GA","White","$40,000-$75,000","Male","18-29","high school graduate","March","2013","Kaiser"
1,1,"DE","White","$20,000-$40,000","Male","18-29","college graduate","March","2013","Kaiser"
0,NA,"NE","Hispanic","less than $20,000","Male","65+","less than a high school education","March","2013","Kaiser"
0,0,"SC","White",NA,"Male","30-44","college graduate","March","2013","Kaiser"
0,1,"SC","White","less than $20,000","Female","45-64","some college","March","2013","Kaiser"
1,1,"NY","Black","$75,000+","Female","30-44","postgraduate","March","2013","Kaiser"
0,1,"IN","White","$40,000-$75,000","Female","30-44","some college","March","2013","Kaiser"
NA,1,"NJ","Hispanic","$40,000-$75,000","Female","30-44","high school graduate","March","2013","Kaiser"
1,0,"VA","Black","less than $20,000","Male","65+","less than a high school education","March","2013","Kaiser"
0,0,"NC","White",NA,"Male","45-64","college graduate","March","2013","Kaiser"
1,1,"OR","White","$20,000-$40,000","Male","30-44","college graduate","March","2013","Kaiser"
0,1,"GA","Black","less than $20,000","Female","18-29","high school graduate","March","2013","Kaiser"
0,0,"GA","White","$75,000+","Male","45-64","some college","March","2013","Kaiser"
1,0,"MI","Black","less than $20,000","Female","45-64","less than a high school education","March","2013","Kaiser"
0,0,"NY","White","$75,000+","Male","18-29","college graduate","March","2013","Kaiser"
0,0,"MI","White","$20,000-$40,000","Male","18-29","college graduate","March","2013","Kaiser"
0,1,"NY","White","$75,000+","Female","65+","college graduate","March","2013","Kaiser"
0,1,"NC","White","$20,000-$40,000","Male","18-29","college graduate","March","2013","Kaiser"
1,1,"KY","White","$75,000+","Male","65+","postgraduate","March","2013","Kaiser"
0,0,"NM","White","$40,000-$75,000","Male","18-29","some college","March","2013","Kaiser"
1,1,"AZ","White","$75,000+","Male","30-44","college graduate","March","2013","Kaiser"
1,1,"UT","White","$20,000-$40,000","Female","45-64","college graduate","March","2013","Kaiser"
1,1,"ID","Hispanic","$20,000-$40,000","Male","45-64","less than a high school education","March","2013","Kaiser"
1,1,"CA","Hispanic","$20,000-$40,000","Male","30-44","some college","March","2013","Kaiser"
0,NA,"ID","White",NA,"Female","45-64","high school graduate","March","2013","Kaiser"
0,0,"AR","White","$75,000+","Male","18-29","some college","March","2013","Kaiser"
0,0,"ND","White","$40,000-$75,000","Male","18-29","college graduate","March","2013","Kaiser"
0,0,"UT","White","$40,000-$75,000","Female","30-44","high school graduate","March","2013","Kaiser"
1,1,"AK","White","$40,000-$75,000","Male","18-29","high school graduate","March","2013","Kaiser"
0,0,"IA","White","$40,000-$75,000","Male","45-64","high school graduate","March","2013","Kaiser"
0,0,"TX","White","$75,000+","Male","30-44","high school graduate","March","2013","Kaiser"
0,0,"CO","White",NA,"Male","45-64","postgraduate","March","2013","Kaiser"
1,1,"WA","Hispanic","less than $20,000","Male","45-64","less than a high school education","March","2013","Kaiser"
0,0,"AZ","White","$40,000-$75,000","Male","30-44","some college","March","2013","Kaiser"
1,1,"CA","Other","less than $20,000","Female","18-29","some college","March","2013","Kaiser"
NA,1,"NE","Hispanic","$40,000-$75,000","Female","45-64","high school graduate","March","2013","Kaiser"
0,0,"TX","White","$20,000-$40,000","Female","30-44","postgraduate","March","2013","Kaiser"
0,0,"CA","White","$75,000+","Male","45-64","college graduate","March","2013","Kaiser"
0,0,"TX","Hispanic","$40,000-$75,000","Male","18-29","some college","March","2013","Kaiser"
0,1,"NE","White","$75,000+","Male","65+","college graduate","March","2013","Kaiser"
0,0,"TX","White","$20,000-$40,000","Female","18-29","high school graduate","March","2013","Kaiser"
1,0,"HI","Other","$40,000-$75,000","Female","30-44","college graduate","March","2013","Kaiser"
0,0,"CA","White",NA,"Female","45-64","college graduate","March","2013","Kaiser"
0,1,"WA","White","$20,000-$40,000","Male","65+","some college","March","2013","Kaiser"
0,0,"CA","White","$40,000-$75,000","Male","45-64","some college","March","2013","Kaiser"
0,0,"CA","White","less than $20,000","Male","18-29","some college","March","2013","Kaiser"
1,1,"CA","Hispanic","less than $20,000","Female","18-29","high school graduate","March","2013","Kaiser"
NA,1,"CA","Hispanic","$20,000-$40,000","Female","30-44","some college","March","2013","Kaiser"
NA,0,"NY","White","less than $20,000","Male","30-44","some college","March","2013","Kaiser"
0,1,"CA","Hispanic","$20,000-$40,000","Male","30-44","less than a high school education","March","2013","Kaiser"
1,1,"CA","White","$75,000+","Female","65+","some college","March","2013","Kaiser"
